stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
AMZN,20,0.03,0.39999999999999997,0.455,0.0,0.0,0.0,0.0,0.5,0.545,0.3063252517314272,0.14864485903385424,0.0502505324211728,0.662604654590961,200,0,
AMZN,20,0.05,0.39999999999999997,0.355,0.0,0.0,0.0,0.0,0.5,0.645,0.21643064480189153,0.1395575986754701,0.03517252531462325,0.5718140286475877,200,0,
AMZN,20,0.07,0.35,0.255,0.0,0.0,0.0,0.0,0.5,0.745,0.17180792922590857,0.10884912191555345,0.03443927394467531,0.5535746994169642,200,0,
AMZN,30,0.02,0.3,0.505,0.0,0.0,0.0,0.0,0.5,0.495,0.34560725240462487,0.18449877258878128,0.006273448175387829,0.784272546765285,200,0,
AMZN,30,0.03,0.3,0.47,0.0,0.0,0.0,0.0,0.5,0.53,0.34930966675586916,0.14681492542208116,0.04832821708803093,0.7016354013404312,200,0,
AMZN,30,0.05,0.3,0.38,0.0,0.0,0.0,0.0,0.5,0.62,0.22250400459760059,0.12864623695973287,0.036886531405386204,0.5598465570013506,200,0,
AMZN,30,0.07,0.3,0.29,0.0,0.0,0.0,0.0,0.5,0.71,0.18568706594788797,0.09820718044672845,0.025966230781033574,0.42483016834011444,200,0,
AMZN,45,0.02,0.39999999999999997,0.435,0.0,0.0,0.0,0.0,0.5,0.565,0.3359195708189317,0.10834176380010081,0.11152118969088129,0.690338450658228,200,0,
AMZN,45,0.03,0.35,0.415,0.0,0.0,0.0,0.0,0.5,0.585,0.30205364642630106,0.10894613811799476,0.0949572111218461,0.7499573203719684,200,0,
AMZN,45,0.05,0.3,0.345,0.0,0.0,0.0,0.0,0.5,0.655,0.26362592340771274,0.1100524013098144,0.07917317218062106,0.6865461638643919,200,0,
AMZN,45,0.07,0.3,0.295,0.0,0.0,0.0,0.0,0.5,0.705,0.23001752079838791,0.07887206142916026,0.06183362292200208,0.5457904543415533,200,0,
